,시도명,시군구명,상호명,지점명,경도,위도,도로명주소,ID,스타벅스 매장수,브랜드명
150,부산광역시,사하구,스타벅스,부산동아대점,128.964921349219,35.1130529132018,부산광역시 사하구 낙동대로550번길 14,부산 사하,1,스타벅스
151,서울특별시,동대문구,스타벅스,회기역사거리점,127.056016389771,37.590844453232,서울특별시 동대문구 이문로 37,서울 동대문,1,스타벅스
152,서울특별시,중구,스타벅스서울중앙우체국점,서울중앙우체국점,126.982156500678,37.561586555079,서울특별시 중구 소공로 70,서울 중구,1,스타벅스
153,서울특별시,구로구,스타벅스구로하이엔드점,구로하이엔드점,126.89346712375,37.4816050678561,서울특별시 구로구 디지털로26길 5,서울 구로,1,스타벅스
154,서울특별시,서초구,스타벅스,논현역점,127.02062762815201,37.511534314154396,서울특별시 서초구 강남대로 557,서울 서초,1,스타벅스
155,서울특별시,중구,스타벅스남산스테이트,남산스테이트점,126.982911122996,37.5601964424547,서울특별시 중구 퇴계로 100,서울 중구,1,스타벅스
156,서울특별시,양천구,스타벅스목동점,목동점,126.87853714619499,37.5363828248169,서울특별시 양천구 목동서로 67,서울 양천,1,스타벅스
157,서울특별시,강남구,스타벅스삼성교점,삼성교점,127.06517279917101,37.5078134808243,서울특별시 강남구 영동대로86길 12,서울 강남,1,스타벅스
158,서울특별시,중구,스타벅스조선호텔후문,조선호텔후문점,126.980757256014,37.5637640159767,서울특별시 중구 남대문로7길 19,서울 중구,1,스타벅스
159,서울특별시,성동구,스타벅스,왕십리역점,127.03388010250099,37.5627419871963,서울특별시 성동구 왕십리로 326,서울 성동,1,스타벅스
160,서울특별시,강동구,스타벅스명일이마트점,명일이마트점,127.155987402893,37.5540007430118,서울특별시 강동구 동남로75길 5,서울 강동,1,스타벅스
161,서울특별시,용산구,스타벅스,동부이촌동점,126.96905272236299,37.5210700185566,서울특별시 용산구 이촌로 198,서울 용산,1,스타벅스
162,서울특별시,강남구,스타벅스커리학동사거리점,커리학동사거리점,127.03795294353701,37.5223902189029,서울특별시 강남구 도산대로 328,서울 강남,1,스타벅스
163,서울특별시,영등포구,스타벅스,여의도한양증권점,126.929088635937,37.5223993583573,서울특별시 영등포구 국제금융로6길 7,서울 영등포,1,스타벅스
164,서울특별시,서초구,스타벅스서울교대점,서울교대점,127.015152866623,37.4874306484335,서울특별시 서초구 서초중앙로 64,서울 서초,1,스타벅스
165,부산광역시,부산진구,스타벅스,부산서면중앙로점,129.058933915872,35.1554810356709,부산광역시 부산진구 중앙대로 701,부산 부산진,1,스타벅스
166,서울특별시,서초구,스타벅스,교대점,127.014217033954,37.492387659064704,서울특별시 서초구 서초중앙로 118,서울 서초,1,스타벅스
167,서울특별시,강남구,스타벅스,선릉역점,127.048515927976,37.5039411013992,서울특별시 강남구 테헤란로 334,서울 강남,1,스타벅스
168,서울특별시,서초구,스타벅스,서초중앙로점,127.011539185408,37.5016551524635,서울특별시 서초구 서초중앙로 225,서울 서초,1,스타벅스
