,시도명,시군구명,상호명,지점명,경도,위도,도로명주소,ID,이디야 매장수,브랜드명
1176,경기도,광주시,이디야커피점,곤지암점,127.340884915101,37.3495330695751,경기도 광주시 곤지암읍 곤지암로 53,광주,1,이디야
1177,경기도,부천시,이디야커피,-,126.795636026101,37.4707188216644,경기도 부천시 소사로 141,부천,1,이디야
1178,경기도,남양주시,이디야커피,-,127.125952915911,37.642805637359295,경기도 남양주시 순화궁로 167,남양주,1,이디야
1179,경기도,안양시 만안구,이디야커피,안양일번가점,126.92382939483299,37.3992767137791,경기도 안양시 만안구 만안로 207,안양 만안,1,이디야
1180,경기도,김포시,이디야커피,-,126.699449937311,37.6227106796093,경기도 김포시 중봉1로 12,김포,1,이디야
1181,경기도,고양시 일산동구,이디야커피,마두역2호점,126.77755670634701,37.6530630251936,경기도 고양시 일산동구 중앙로 1190,고양 일산동,1,이디야
1182,경기도,성남시 분당구,이디야커피,신기사거리점,127.11426781824899,37.361542608220795,경기도 성남시 분당구 불정로87번길 17,성남 분당,1,이디야
1183,경기도,성남시 분당구,이디야커피,장안타운점,127.13977705529499,37.3717418997645,경기도 성남시 분당구 분당로263번길 35,성남 분당,1,이디야
1184,경기도,김포시,이디야커피,전원마을점,126.68080251143499,37.645884785572704,경기도 김포시 김포한강11로 141,김포,1,이디야
1185,경기도,안양시 동안구,이디야커피,안양벤처다임점,126.97292883976601,37.3916128232743,경기도 안양시 동안구 흥안대로 415,안양 동안,1,이디야
1186,경기도,이천시,이디야커피,갈산동점,127.45595709213,37.2854999193158,경기도 이천시 향교로 171,이천,1,이디야
1187,경기도,고양시 일산동구,이디야커피,마두점,126.77714421322901,37.6512657341176,경기도 고양시 일산동구 장백로 184,고양 일산동,1,이디야
1188,경기도,수원시 장안구,이디야커피,수원북문점,127.01346548972201,37.2902713637601,경기도 수원시 장안구 정조로922번길 1,수원 장안,1,이디야
1189,경기도,용인시 수지구,이디야커피,수지구청점,127.097245466835,37.323730618831895,경기도 용인시 수지구 풍덕천로 142,용인 수지,1,이디야
1190,경기도,남양주시,이디야커피,남양주금곡점,127.187911353524,37.7125923039783,경기도 남양주시 진접읍 해밀예당1로 50-88,남양주,1,이디야
1191,충청북도,청주시 상당구,이디야커피,청주성안길점,127.489388615957,36.6322525196886,충청북도 청주시 상당구 성안로 51,청주 상당,1,이디야
1192,경기도,의정부시,이디야커피,의정부가능동SK점,127.03700996361799,37.7500741226663,경기도 의정부시 신촌로 22,의정부,1,이디야
1193,경기도,부천시,이디야커피,부천남부역점,126.78234831168699,37.4828367621892,경기도 부천시 성주로 274-1,부천,1,이디야
1194,경기도,의정부시,이디야커피,녹양점,127.038073080979,37.7582370134214,경기도 의정부시 비우로 102,의정부,1,이디야
1195,경기도,남양주시,이디야커피,별내서부점,127.113623511916,37.650516643384,경기도 남양주시 별내5로5번길 4-21,남양주,1,이디야
1196,경기도,고양시 일산동구,이디야커피,일산MBC점,126.771158037345,37.65693396119021,경기도 고양시 일산동구 정발산로 21,고양 일산동,1,이디야
1197,강원도,강릉시,이디야커피,-,128.898631873341,37.7557001986643,강원도 강릉시 경강로 2120,강릉,1,이디야
1198,경기도,파주시,이디야파주동패,-,126.71771671564899,37.7250935235583,경기도 파주시 청석로 260,파주,1,이디야
1199,충청북도,진천군,이디야커피,-,127.44185889436599,36.8543995741598,충청북도 진천군 진천읍 상산로 70,진천,1,이디야
1200,강원도,강릉시,이디야커피,-,128.894945182937,37.75206109183061,강원도 강릉시 금성로 58,강릉,1,이디야
1201,경기도,김포시,이디야커피,북변점,126.711810735014,37.6232427277224,경기도 김포시 중구로 21,김포,1,이디야
1202,경기도,파주시,이디야커피,파주운정점,126.767191794765,37.708286040800296,경기도 파주시 송학2길 113,파주,1,이디야
1203,경기도,김포시,이디야커피,김포풍무점,126.722694506486,37.605502966920206,경기도 김포시 풍무로 112,김포,1,이디야
1204,경기도,시흥시,이디야커피,CGV점,126.79165422281,37.4469897611766,경기도 시흥시 복지로 90,시흥,1,이디야
1205,경기도,연천군,이디야커피,전곡역점,127.06844425310899,38.026068645782,경기도 연천군 전곡읍 전곡로 156,연천,1,이디야
